;item_sanitizado;contagem_itens;orgaos_unicos_mp;orgaos_unicos_geral;categoria_cnj;categoria_mp;flag;PL;status
1920;antec abono pecun;5;0;1;NA;NA;0;;
1921;art 85 inciso viii da lei 6432018 e art 3 da resolucao 502021 de 23122127;5;0;1;NA;NA;0;;
1922;art 85 inciso viii da lei 6432018 e art 3 da resolucao 502021 de 23122152;5;0;1;NA;NA;0;;
1923;art 85 inciso viii da lei 6432018 e art 3 da resolucao 502021 de 23122262;5;0;1;NA;NA;0;;
1924;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122142;5;0;1;NA;NA;0;;
1925;art 85 inciso viii da lei 6432018 e art 3o da resolucao 502021 de 23122195;5;0;1;NA;NA;0;;
1926;auxilio creche pj auxilio creche pj;5;0;1;NA;NA;0;;
1927;auxilio moradia pjes auxilio moradia pjes;5;0;1;NA;NA;0;;
1928;auxilio moradia retroativo;5;0;1;NA;NA;0;;
1929;auxiliosaude magistrados informado;5;0;1;NA;NA;0;;
1930;beneficio previdenciario beneficio previdenciario beneficio previdenciario beneficio previdenciario beneficio previdenciario beneficio previdenciario beneficio previdenciario beneficio previdenciario beneficio previdenciario beneficio previdenciario beneficio previdenciario;5;0;1;NA;NA;0;;
1931;convocacoes plantao judiciario;5;0;1;NA;NA;0;;
1932;correcao monetaria inativos;5;0;1;NA;NA;0;;
1933;dev pensao alimenticia pro social contribuicao dependente devprosocial custeios diversos;5;0;1;NA;NA;0;;
1934;dev preves servidor devol irrf;5;0;1;NA;NA;0;;
1935;dev previdencia 13;5;0;1;NA;NA;0;;
1936;devol teto salarial;5;0;1;NA;NA;0;;
1937;devolucao de ir;5;0;1;NA;NA;0;;
1938;devolucoes de valores convocacoes gratificacao docencia;5;0;1;NA;NA;0;;
1939;devolucoes de valores grat presidente;5;0;1;NA;NA;0;;
1940;devolucoes de valores gratificacao de docencia plantao judiciario pecunia;5;0;1;NA;NA;0;;
1941;devolucoes ir devolucoes previdencia;5;0;1;NA;NA;0;;
1942;dif dif indiv mag inat;5;0;1;NA;NA;0;;
1943;dif pen aliment1;5;1;1;NA;NA;0;;
1944;dif subs gratif funcao ministerio publico;5;1;1;NA;NA;0;;
1945;diferenca de entrancia gratificacao de direcao de forum;5;0;1;NA;NA;0;;
1946;difgr dir escola;5;0;1;NA;NA;0;;
1947;exercicios anteriores gratifexerccumuloficjurisd jr;5;0;1;NA;NA;0;;
1948;ffipajm mensal ffipajm mensal ffipajm mensal ffipajm mensal;5;0;1;NA;NA;0;;
1949;funcao gratificada funcao gratificada funcao gratificada funcao gratificada;5;0;1;NA;NA;0;;
1950;gn sdesg eqv e gecj;5;0;1;NA;NA;0;;
1951;grat col recursal dif abono ferias difgr dir forum;5;0;1;NA;NA;0;;
1952;grat de pres titulares e grat pres pleitos membro titular;5;0;1;NA;NA;0;;
1953;grat direcao forum grat col recursal dif abono ferias difgr dir forum;5;0;1;NA;NA;0;;
1954;grat esp corregedor art 565o do coje;5;0;1;NA;NA;0;;
1955;grat esp vice presidente art 56 5o do coje;5;0;1;NA;NA;0;;
1956;grat exercicio de mandato;5;0;1;NA;NA;0;;
1957;grat horaaulareprlei 553509 vi e viipecunia licenca exerant;5;0;1;NA;NA;0;;
1958;grat juiz auxiliar corredoria;5;0;1;NA;NA;0;;
1959;grat juiz auxiliar corregedoria;5;0;2;NA;NA;0;;
1960;grat pres titulares;5;0;1;NA;NA;0;;
1961;grat prescamiso dif abono ferias;5;0;1;NA;NA;0;;
1962;gratificacao de direcao de forum diferenca de entrancia plantao judiciario pecunia;5;0;1;NA;NA;0;;
1963;gratificacao de magisterio tst;5;0;1;NA;NA;0;;
1964;indenizacao de licenca compensatoria magistrados dif indenizacao de licenca compensatoria magistrados dif indenizacao de licenca compensatoria magistrados;5;0;1;NA;NA;0;;
1965;irredut de representacao;5;0;1;NA;NA;0;;
1966;irredut representacao;5;0;1;NA;NA;0;;
1967;irredut reprsentacao;5;0;1;NA;NA;0;;
1968;licpremio vantpessnomidentfc01;5;0;1;NA;NA;0;;
1969;mediamensal;5;0;1;NA;NA;0;;
1970;passivo dif entranciainstancia pivp ressarcimento lei complementar 7552023;5;0;1;NA;NA;0;;
1971;penhora trt 1a vara do trabalho de cuiaba;5;0;1;NA;NA;0;;
1972;prosaude coparticipacao;5;0;1;NA;NA;0;;
1973;reprlei 553509 vi e vii13 abono ec 4103ind pla restjoe122015ant;5;0;1;NA;NA;0;;
1974;reprlei 553509 vi e viiinden plan restjoe122015ind pla res oe122015 ant;5;0;1;NA;NA;0;;
1975;reprlei 553509 vi e viiinstrutor pos graduacao;5;0;1;NA;NA;0;;
1976;13 abono ec 4103inden plan restjoe122015;4;0;1;NA;NA;0;;
1977;13substituicaoinden plan restjoe122015;4;0;1;NA;NA;0;;
1978;37 grat turma recursal 199 grat horaaula;4;0;1;NA;NA;0;;
1979;abono de permanencia sobre antecipacao de gratificacao natalina;4;0;1;NA;NA;0;;
1980;abono perm s antecipacao de gart natalina;4;0;1;NA;NA;0;;
1981;abono perm s antecipacao de grat natalina;4;0;1;NA;NA;0;;
1982;ajuda de custo exerc anterior;4;0;1;NA;NA;0;;
1983;art 85 inciso viii da lei 6432018 e art 3 da resolucao 502021 de 23122071;4;0;1;NA;NA;0;;
1984;art 85 inciso viii da lei 6432018 e art 3 da resolucao 502021 de 23122091;4;0;1;NA;NA;0;;
1985;art 85 inciso viii da lei 6432018 e art 3 da resolucao 502021 de 23122118;4;0;1;NA;NA;0;;
1986;auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj;4;0;1;NA;NA;0;;
1987;correcao monetetaria inat;4;0;1;NA;NA;0;;
1988;designacaosubstituicao devolucoesacerto financeiro indenizacao de compensacao de horas indenizacao de licenca premio gratificacao por acumulacao de acervo;4;0;1;NA;NA;0;;
1989;desp exerc ant pensao natalina;4;0;1;NA;NA;0;;
1990;despexercantatjuros mora s incidencia;4;0;1;NA;NA;0;;
1991;devolucao caixa ap;4;0;1;NA;NA;0;;
1992;devolucao caixa ap subsidio;4;0;1;NA;NA;0;;
1993;devolucaocaixa;4;0;1;NA;NA;0;;
1994;devolucoes de valores grat vicepresidente;4;0;1;NA;NA;0;;
1995;devolucoes de valores juros convocacoes indenizacao de remuneracao;4;0;1;NA;NA;0;;
1996;dif aux moradia mag;4;0;1;NA;NA;0;;
1997;dif djntj prov provisorio;4;0;1;NA;NA;0;;
1998;dif ent feriaspecunia licenca vigente;4;0;1;NA;NA;0;;
1999;dif grat acumulo jurisd s exclusiv;4;0;1;NA;NA;0;;
2000;diferenca abono permanencia;4;0;1;NA;NA;0;;
2001;diferenca de entrancia dir de foro grat instrutoria;4;0;1;NA;NA;0;;
2002;difgr ass correg;4;0;1;NA;NA;0;;
2003;exerc anteriores paerra correcao inativos exerc anteriores paerra juros inativos;4;0;1;NA;NA;0;;
2004;ferias conv pec;4;0;1;NA;NA;0;;
2005;ffipajm mensal ffipajm mensal ffipajm mensal ffipajm mensal ffipajm mensal ffipajm mensal ffipajm sobre 13;4;0;1;NA;NA;0;;
2006;funcao gratificada gratificacao magisterio;4;0;1;NA;NA;0;;
2007;gn squintosdecimos dec judic;4;0;1;NA;NA;0;;
2008;grat eleit 012024 022024;4;0;1;NA;NA;0;;
2009;grat eleit 10 e 112019;4;0;1;NA;NA;0;;
2010;grat eleit retro 112022;4;0;1;NA;NA;0;;
2011;grat esp presidente art 56 5o do coje;4;0;1;NA;NA;0;;
2012;grat horaaulaind pla res oe122015 ant;4;0;1;NA;NA;0;;
2013;grat juiz auxiliar coger;4;0;1;NA;NA;0;;
2014;grat juiz auxiliar da presidencia;4;0;1;NA;NA;0;;
2015;grat juiza auxiliar presidencia;4;0;1;NA;NA;0;;
2016;grat juizauxiliar;4;0;1;NA;NA;0;;
2017;grat ouvidor geral da justica;4;0;1;NA;NA;0;;
2018;grat pacumulacao de acervo restituicao;4;0;1;NA;NA;0;;
2019;grat supervisor do opalalab;4;0;1;NA;NA;0;;
2020;gratexercpresidencia;4;0;1;NA;NA;0;;
2021;gratif eleitoral 022019032019;4;0;1;NA;NA;0;;
2022;gratificacao de direcao de forum devolucoes de valores gratificacao docencia;4;0;1;NA;NA;0;;
2023;gratificacao de direcao de forum indenizacao de remuneracao plantao judiciario pecunia;4;0;1;NA;NA;0;;
2024;gratificacao de direcao de forum juros plantao judiciario pecunia;4;0;1;NA;NA;0;;
2025;gratificacao diretor emeron;4;0;1;NA;NA;0;;
2026;gratificacao eleitoral ref 112021;4;0;1;NA;NA;0;;
2027;gratificacao exercicio natureza especial;4;1;1;NA;NA;0;;
2028;gratificacao natalina magistrado pensao decisao judicial;4;0;1;NA;NA;0;;
2029;gratificacao pleitos eleitorais;4;0;1;NA;NA;0;;
2030;indeniz lic plantao jud exerc ant;4;0;1;NA;NA;0;;
2031;indeniz serv de comun movel magistrados trt15 indenizacao licenca compensatoria indenizacao pedagio magistrado;4;0;1;NA;NA;0;;
2032;inutilizado beneficio espec lei 12618 mag provisorio;4;0;1;NA;NA;0;;
2033;ir rra atr;4;0;1;NA;NA;0;;
2034;ir sobre 13 salario;4;0;1;NA;NA;0;;
2035;pecunia de ferias;4;0;1;NA;NA;0;;
2036;pecunia lic comp acervo informado;4;0;1;NA;NA;0;;
2037;pecunia licenca exerantpecunia licenca vigente;4;0;1;NA;NA;0;;
2038;previd rppsrs;4;0;1;NA;NA;0;;
2039;reemb medico;4;0;1;NA;NA;0;;
2040;reemb vacina;4;0;1;NA;NA;0;;
2041;repre lei 553509 i e iipecunia licenca exerant;4;0;1;NA;NA;0;;
2042;reprlei 553509 vi e vii13substituicaopecunia licenca vigente;4;0;1;NA;NA;0;;
2043;ressarcimento ao erario terco de ferias;4;0;1;NA;NA;0;;
2044;vantpessoal mp1573lei 9527100;4;0;1;NA;NA;0;;
2045;vantpessoal mp1573lei 9527116;4;0;1;NA;NA;0;;
2046;vantpessoal mp1573lei 9527119;4;0;1;NA;NA;0;;
2047;vantpessoal mp1573lei 9527133;4;0;1;NA;NA;0;;
2048;vantpessoal mp1573lei 9527135;4;0;1;NA;NA;0;;
2049;vantpessoal mp1573lei 9527140;4;0;1;NA;NA;0;;
2050;vantpessoal mp1573lei 9527143;4;0;1;NA;NA;0;;
2051;vantpessoal mp1573lei 9527145;4;0;1;NA;NA;0;;
2052;vantpessoal mp1573lei 952798;4;0;1;NA;NA;0;;
2053;vpi;4;0;1;NA;NA;0;;
2054;vpni dec trans julgado;4;0;1;NA;NA;0;;
2055;13 ferias conv pec;3;0;1;NA;NA;0;;
2056;165 quinquenio;3;0;1;NA;NA;0;;
2057;199 grat horaaula;3;0;1;NA;NA;0;;
2058;27 grat de diretor de foro grat horaaula;3;0;1;NA;NA;0;;
2059;353 grat de diretor foro 2 grau 355 grat de acervo;3;0;1;NA;NA;0;;
2060;74 grat juiz auxiliar da presidencia;3;0;1;NA;NA;0;;
2061;74 juiz auxiliar da presidencia 355 grat de acervo;3;0;1;NA;NA;0;;
2062;abate teto ec 41 abate teto ec 41 13s fpipajm 13 lc 282;3;0;1;NA;NA;0;;
2063;abate teto ec 41 abate teto ec 41 13s fpipajm 13 lc 282 fpipajm 13 lc 282;3;0;1;NA;NA;0;;
2064;abate teto ec 41 abate teto ec 41 abate teto ec 41 abate teto ec 41;3;0;1;NA;NA;0;;
2065;abate teto mes anterior;3;0;1;NA;NA;0;;
2066;abono de permanencia iperr retro;3;0;1;NA;NA;0;;
2067;abono de permanencia sobre antec grat natalina;3;0;1;NA;NA;0;;
2068;anuenios magistrados;3;0;1;NA;NA;0;;
2069;art 192i lei 811290magistrado;3;0;1;NA;NA;0;;
2070;atualizacao monetaria com incidencia de pss;3;0;1;NA;NA;0;;
2071;atualmonetariaativo lp;3;1;1;NA;NA;0;;
2072;auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj;3;0;1;NA;NA;0;;
2073;auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj;3;0;1;NA;NA;0;;
2074;beneficio especial lei 12618212 inativo;3;0;1;NA;NA;0;;
2075;cm selic spsss;3;0;1;NA;NA;0;;
2076;convers pecunia;3;0;1;NA;NA;0;;
2077;convocacao de magistrado gratificacao de magisterio tst;3;0;1;NA;NA;0;;
2078;corr monetaria isenta de previdencia;3;0;1;NA;NA;0;;
2079;corr monetaria pensao civil;3;0;1;NA;NA;0;;
2080;dec judic tj quintosdcimos vpni mag dec judic tj quintosdcimos vpni mag dec judic tj quintosdcimos vpni mag;3;0;1;NA;NA;0;;
2081;desconto antecipacao salarial;3;0;1;NA;NA;0;;
2082;designacaosubstituicao devolucoesacerto financeiro indenizacao de compensacao de horas indenizacao de licenca premio;3;0;1;NA;NA;0;;
2083;desp exerc ant inativopssirrf;3;0;1;NA;NA;0;;
2084;despexercantinatcmonetsinc;3;0;1;NA;NA;0;;
2085;devajufe mensalidade devajufe mensalidade;3;0;1;NA;NA;0;;
2086;devajufe mensalidade devajufe mensalidade devajufe mensalidade;3;0;1;NA;NA;0;;
2087;devol de ir devol previd;3;0;1;NA;NA;0;;
2088;devol funpresp car invalidez;3;0;1;NA;NA;0;;
2089;devol funpresp facultativa juros;3;0;1;NA;NA;0;;
2090;devol funpresp facultativa multa;3;0;1;NA;NA;0;;
2091;devol funpresp patrocinada;3;0;1;NA;NA;0;;
2092;devolucao de previdencia devolucao de imposto de renda;3;0;1;NA;NA;0;;
2093;devolucoes de contribuicao previdenciaria;3;0;1;NA;NA;0;;
2094;devolucoes de ir devolucoes de valores;3;0;1;NA;NA;0;;
2095;devolucoes de ir devolucoes previdencia devolucoes de valores;3;0;1;NA;NA;0;;
2096;devolucoes de valores convocacoes gratificacao de docencia plantao judiciario pecunia;3;0;1;NA;NA;0;;
2097;devolucoes de valores grat presidente grat vicepresidente;3;0;1;NA;NA;0;;
2098;devolucoes ir;3;0;1;NA;NA;0;;
2099;devolucoes previdencia;3;0;1;NA;NA;0;;
2100;devprosocial custeios diversos dev prosocialcontribuicao dependente direto;3;0;1;NA;NA;0;;
2101;dif auxilio moradia;3;0;1;NA;NA;0;;
2102;dif grat diretor foro;3;0;1;NA;NA;0;;
2103;dif gratjuiz assistente rescnj 7229;3;0;1;NA;NA;0;;
2104;dif indenizacao resolucao 92014art 1 i30;3;0;1;NA;NA;0;;
2105;dif indenizacao resolucao 92014art 1o i30;3;0;1;NA;NA;0;;
2106;dif indenizacao resolucao 92014art 1o iii20;3;0;1;NA;NA;0;;
2107;dif provento magistrado meses anteriores;3;0;1;NA;NA;0;;
2108;dif substituicoes dif abono ferias dif13salnincorp;3;0;1;NA;NA;0;;
2109;dif vexcteto remconst;3;0;1;NA;NA;0;;
2110;diferenca de entrancia grat instrutoria;3;0;1;NA;NA;0;;
2111;difgrsupervescola;3;0;1;NA;NA;0;;
2112;exerc anteriores paerra juros;3;0;1;NA;NA;0;;
2113;exercicios anteriores;3;0;1;NA;NA;0;;
2114;ffipajm mensal ffipajm mensal ffipajm mensal ffipajm sobre 13;3;0;1;NA;NA;0;;
2115;ffipajm sobre 13 ffipajm sobre 13;3;0;1;NA;NA;0;;
2116;fpipajm 13 lc 282 fpipajm 13 lc 282;3;0;1;NA;NA;0;;
2117;fpipajm 13 lc 282 preves normal mensal segurado;3;0;1;NA;NA;0;;
2118;funcao gratificada funcao gratificada funcao gratificada funcao gratificada funcao gratificada funcao gratificada funcao gratificada;3;0;1;NA;NA;0;;
2119;grat coordenador dif abono ferias difgratcoordenador;3;0;1;NA;NA;0;;
2120;grat coordenador difgratcoordenador;3;0;1;NA;NA;0;;
2121;grat direcao;3;0;1;NA;NA;0;;
2122;grat direcao forum dev preves servidor;3;0;1;NA;NA;0;;
2123;grat direcao forum dev preves servidor devol irrf;3;0;1;NA;NA;0;;
2124;grat direcao forum dif abono ferias difgr dir forum dif13salnincorp;3;0;1;NA;NA;0;;
2125;grat direcao forum dif substituicoes dif abono ferias difgr dir forum;3;0;1;NA;NA;0;;
2126;grat direcao forum grat col recursal difgr dir forum;3;0;1;NA;NA;0;;
2127;grat eleit 022021 032021;3;0;1;NA;NA;0;;
2128;grat horaaularepr 553509 iii iv e vinden plan restjoe122015;3;0;1;NA;NA;0;;
2129;grat juiz auxiliar vicepresidencia;3;0;1;NA;NA;0;;
2130;grat pacumulacao de acervo retro ex anterior;3;0;1;NA;NA;0;;
2131;grat pacumulacao de acervo retroativo;3;0;1;NA;NA;0;;
2132;grat prescamiso difgrprescamiso;3;0;1;NA;NA;0;;
2133;grat presidente plantao judiciario pecunia;3;0;1;NA;NA;0;;
2134;grat presidncia trf;3;0;1;NA;NA;0;;
2135;grat seg vpresid parcela art 95 iiicrfb mag ativo;3;0;1;NA;NA;0;;
2136;grat turma recursal retro;3;0;1;NA;NA;0;;
2137;gratif eleitoral 022020032020 retroativo;3;0;1;NA;NA;0;;
2138;gratif eleitoral 032019 retroativo 122018;3;0;1;NA;NA;0;;
2139;gratificacao de direcao de forum devolucao de previdencia;3;0;1;NA;NA;0;;
2140;gratificacao de direcao de forum gratificacao encargos concurso;3;0;1;NA;NA;0;;
2141;gratificacao de docencia capacitador;3;0;1;NA;NA;0;;
2142;gratificacao magisterio gratificacao magisterio;3;0;1;NA;NA;0;;
2143;gratificacao natalina magistrado pensao decisao judicial trans julgado;3;0;1;NA;NA;0;;
2144;inativo dec jud ntj vpni quintos decimos inativograt nat dec jud ntj quintos vpni;3;0;1;NA;NA;0;;
2145;ind lic compensatoria res tj 112023 pens;3;0;1;NA;NA;0;;
2146;indenizacao assistencia farmaceutica;3;0;1;NA;NA;0;;
2147;indenizacao cumulativa jurisdicao;3;0;1;NA;NA;0;;
2148;indenizacao de compensacao de horas gratificacao de gabinete gratificacao por acumulacao de acervo;3;0;1;NA;NA;0;;
2149;indenizacao de lic premio;3;0;1;NA;NA;0;;
2150;indenizacao plantao judiciario magistrado inativo;3;0;1;NA;NA;0;;
2151;ir ir sobre 13 salario;3;0;1;NA;NA;0;;
2152;ir rra ir rra manual;3;0;1;NA;NA;0;;
2153;juros ativo lp;3;1;1;NA;NA;0;;
2154;juros convocacoes indenizacao de remuneracao plantao judiciario pecunia;3;0;1;NA;NA;0;;
2155;juros de mora;3;0;1;NA;NA;0;;
2156;parcela autonoma de equivalencia pae passivo dif entranciainstancia pivp;3;0;1;NA;NA;0;;
2157;parcela autonoma de equivalencia pae pivp acervo processual 2015 a 2019;3;0;1;NA;NA;0;;
2158;pecunia licenca exerantind pla res oe122015 ant;3;0;1;NA;NA;0;;
2159;penso vpni ec 702012;3;0;1;NA;NA;0;;
2160;plantao indenizado;3;1;1;NA;NA;0;;
2161;prosaude cobertura falecim;3;0;1;NA;NA;0;;
2162;provvantpessnomident cj1;3;0;1;NA;NA;0;;
2163;provvantpessnomident fc6;3;0;1;NA;NA;0;;
2164;reembolso vacinas;3;0;1;NA;NA;0;;
2165;reembolsomensalidades;3;1;1;NA;NA;0;;
2166;reprlei 553509 vi e vii13 abono ec 410313substituicao;3;0;1;NA;NA;0;;
2167;reprlei 553509 vi e vii13 abono ec 410313substituicaoind pla restjoe122015ant;3;0;1;NA;NA;0;;
2168;ressarcimento irpf;3;0;1;NA;NA;0;;
2169;restituicao de teto constitucional;3;0;1;NA;NA;0;;
2170;seuritaxa de ocupacao imovel funcional;3;0;1;NA;NA;0;;
2171;telefonia;3;0;1;NA;NA;0;;
2172;vantpessoal;3;0;1;NA;NA;0;;
2173;vantpessoal mp1573lei 9527105;3;0;1;NA;NA;0;;
2174;vantpessoal mp1573lei 9527107;3;0;1;NA;NA;0;;
2175;vantpessoal mp1573lei 9527111;3;0;1;NA;NA;0;;
2176;vantpessoal mp1573lei 9527112;3;0;1;NA;NA;0;;
2177;vantpessoal mp1573lei 9527113;3;0;1;NA;NA;0;;
2178;vantpessoal mp1573lei 9527120;3;0;1;NA;NA;0;;
2179;vantpessoal mp1573lei 9527131;3;0;1;NA;NA;0;;
2180;vantpessoal mp1573lei 9527138;3;0;1;NA;NA;0;;
2181;vantpessoal mp1573lei 9527141;3;0;1;NA;NA;0;;
2182;vpni magistrado;3;0;1;NA;NA;0;;
2183;13 constitucional exerc anterior;2;0;1;NA;NA;0;;
2184;13substituicaoinden plan restjoe122015ind pla restjoe122015ant;2;0;1;NA;NA;0;;
2185;285 substituicaograt vice presidente sem teto;2;0;1;NA;NA;0;;
2186;355 grat de acervo 355 grat de acervo;2;0;1;NA;NA;0;;
2187;358 grat de acervo exerc ant;2;0;1;NA;NA;0;;
2188;37 grat turma recursal e dif grat turma recursal;2;0;1;NA;NA;0;;
2189;410 rest de desc de bb;2;0;1;NA;NA;0;;
2190;ab pecuniario;2;0;1;NA;NA;0;;
2191;abate teto ec 41 13s ffipajm sobre 13;2;0;1;NA;NA;0;;
2192;abate teto ec 41 abate teto ec 41 13s ffipajm sobre 13;2;0;1;NA;NA;0;;
2193;abate teto ec 41 abate teto ec 41 abate teto ec 41 abate teto ec 41 13s ffipajm sobre 13;2;0;1;NA;NA;0;;
2194;abate teto ec 41 abate teto ec 41 abate teto ec 41 abate teto ec 41 abate teto ec 41;2;0;1;NA;NA;0;;
2195;abate teto ec 41 abate teto ec 41 abate teto ec 41 abate teto ec 41 abate teto ec 41 ffipajm mensal ffipajm mensal ffipajm mensal ffipajm mensal ffipajm mensal;2;0;1;NA;NA;0;;
2196;abate teto ec 41 abate teto ec 41 fpipajm 13 lc 282 fpipajm 13 lc 282;2;0;1;NA;NA;0;;
2197;abate teto ec 41 ir rra manual;2;0;1;NA;NA;0;;
2198;abate teto inativos;2;0;1;NA;NA;0;;
2199;abono de permanencia ref 112020 ate 022023;2;0;1;NA;NA;0;;
2200;abono de permanencia referente ao mes de janeiro de 2024;2;0;1;NA;NA;0;;
2201;abono de permanencia referente ao periodo de 042021 ate 092021;2;0;1;NA;NA;0;;
2202;abono de permanencia referente ao periodo de janeiro de 2022 ate julho de 2022;2;0;1;NA;NA;0;;
2203;abono de permanencia referente ao periodo de junho de 2022 ate dezembro de 2022 e ainda sobre verba retroativa ats;2;0;1;NA;NA;0;;
2204;abono de permanencia retroativo;2;0;1;NA;NA;0;;
2205;abono de permanencia s antecip de grat natalina;2;0;1;NA;NA;0;;
2206;abono de permanencia s proventos retroativos;2;0;1;NA;NA;0;;
2207;abono permanencia ref jan2018;2;0;1;NA;NA;0;;
2208;abono permanencia ref mai2019;2;0;1;NA;NA;0;;
2209;abono permanencia ref periodos anteriores;2;0;1;NA;NA;0;;
2210;adiant gn svant art 192 da lei 811290;2;0;1;NA;NA;0;;
2211;adicional 13 de ferias sdec jud quintdecimos;2;0;1;NA;NA;0;;
2212;antec ab pec;2;0;1;NA;NA;0;;
2213;art 192;2;0;1;NA;NA;0;;
2214;art 85 inciso viii da lei 6432018 e art 3 da resolucao 502021 de 23122238;2;0;1;NA;NA;0;;
2215;atualizacao monetaria;2;0;1;NA;NA;0;;
2216;auxiliar vice presidencia;2;0;1;NA;NA;0;;
2217;auxilio alimentacao pjes;2;0;1;NA;NA;0;;
2218;auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj auxilio creche pj;2;0;1;NA;NA;0;;
2219;auxilio funeral magistrado;2;0;1;NA;NA;0;;
2220;auxilio moradia pjes auxilio moradia pjes auxilio moradia pjes;2;0;1;NA;NA;0;;
2221;compensatoria indenizada recesso indenizatorio;2;0;1;NA;NA;0;;
2222;corr monetaria pensao civil s inc;2;0;1;NA;NA;0;;
2223;correcao monetaria ativos;2;0;1;NA;NA;0;;
2224;correcao monetaria rra;2;0;1;NA;NA;0;;
2225;correcao monetariaat correcao monetaria rra indenizacao de remuneracao;2;0;1;NA;NA;0;;
2226;correcao monetario ativos;2;0;1;NA;NA;0;;
2227;corrmonet lic compensatoria restj 112023;2;0;1;NA;NA;0;;
2228;dea indenizacao por plantaodea juros indenizacao por plantaodea atualizacao monetaria indenizacao por plan;2;0;1;NA;NA;0;;
2229;decisao judicial ntj gel irrf deposito em juizo;2;0;1;NA;NA;0;;
2230;decjudntjvpni gel ir deposito em juizo dev prosocialcontribuicao dependente direto;2;0;1;NA;NA;0;;
2231;despexantativo abono pec plantao mag sinc;2;0;1;NA;NA;0;;
2232;despexerantinatjmora natalina sinc;2;0;1;NA;NA;0;;
2233;despexercantatcorrmonetsinc e outros;2;0;1;NA;NA;0;;
2234;despexercantinat juros mora sinc;2;0;1;NA;NA;0;;
